YEAR BUILT,PROPERTY TYPE,CURRENT BUILDING EVAL SCORE,LATITUDE,LONGITUDE
1960,PRIVATE,93,43.7357778684,-79.3410317074
1960,PRIVATE,88,43.7040327966,-79.3417955997
1960,PRIVATE,91,43.73550645,-79.342341972
1960,PRIVATE,93,43.704388503,-79.343145328
1960,PRIVATE,86,43.7389927297,-79.3435489971
1960,PRIVATE,97,43.7032015325,-79.3458301347
1960,PRIVATE,82,43.7025432153,-79.3472542795
1960,PRIVATE,81,43.7029007633,-79.3484372243
1960,PRIVATE,87,43.736202426,-79.34939102
1960,PRIVATE,73,43.7361423501,-79.3497718848
1960,PRIVATE,76,43.6867361824,-79.3548678509
1960,PRIVATE,82,43.704142239,-79.366275358
1960,PRIVATE,100,43.6618943157,-79.3721159385
1960,PRIVATE,92,43.663298218,-79.373807891
1960,PRIVATE,74,43.709007221,-79.376131167
1960,PRIVATE,89,43.663901127,-79.376612139
1960,PRIVATE,95,43.669152717,-79.376810925
1960,PRIVATE,80,43.664763936,-79.378128487
1960,PRIVATE,96,43.668593704,-79.378214229
1960,PRIVATE,95,43.710464696,-79.378584796
1960,PRIVATE,93,43.665644236,-79.379551747
1960,PRIVATE,91,43.666242047,-79.379864214
1960,PRIVATE,87,43.668460296,-79.379959886
1960,PRIVATE,90,43.667381729,-79.382697967
1960,PRIVATE,94,43.668324,-79.383444564
1960,PRIVATE,93,43.709864206,-79.384723421
1960,PRIVATE,92,43.691958774,-79.392829505
1960,PRIVATE,74,43.716980201,-79.400164813
1960,PRIVATE,94,43.670260332,-79.40054649
1960,PRIVATE,88,43.720768502,-79.40097412
1960,PRIVATE,95,43.7269710792,-79.4040459316
1960,PRIVATE,87,43.700640322,-79.406500628
1960,PRIVATE,74,43.6678896371,-79.406592558
1960,PRIVATE,81,43.6684734257,-79.4081015431
1960,PRIVATE,96,43.708089481,-79.410622668
1960,PRIVATE,94,43.685073908,-79.410731333
1960,PRIVATE,82,43.7031059337,-79.4169030631
1960,PRIVATE,85,43.681345773,-79.418137332
1960,PRIVATE,85,43.684203196,-79.4203922096
1960,PRIVATE,92,43.688002772,-79.420528429
1960,PRIVATE,96,43.6845316725,-79.420531395
1960,PRIVATE,87,43.703726864,-79.423164634
1960,PRIVATE,90,43.7387605679,-79.4255772221
1960,PRIVATE,70,43.65203632,-79.426145736
1960,PRIVATE,87,43.6369083236,-79.4291371749
1960,PRIVATE,87,43.6370716153,-79.4291933844
1960,PRIVATE,88,43.635361871,-79.429350661
1960,PRIVATE,87,43.723413773,-79.431088371
1960,PRIVATE,96,43.7238042937,-79.4313359616
1960,PRIVATE,96,43.7232330003,-79.4317060695
1960,PRIVATE,87,43.733381348,-79.432711537
1960,PRIVATE,87,43.7308134722,-79.4346272545
1960,PRIVATE,66,43.731762015,-79.434811008
1960,PRIVATE,83,43.732014889,-79.434846428
1960,PRIVATE,92,43.636950344,-79.43560797
1960,PRIVATE,88,43.63511061,-79.435653216
1960,PRIVATE,92,43.741815421,-79.4356700472
1960,PRIVATE,76,43.7305618491,-79.4356927596
1960,PRIVATE,87,43.635459046,-79.435749561
1960,PRIVATE,89,43.7422578587,-79.4357863772
1960,PRIVATE,94,43.6888376633,-79.435821172
1960,PRIVATE,74,43.635845468,-79.435931917
1960,PRIVATE,90,43.7565096904,-79.4367503453
1960,PRIVATE,97,43.6382736068,-79.4368190607
1960,PRIVATE,90,43.7306713451,-79.4374893371
1960,PRIVATE,91,43.6382286578,-79.4382671328
1960,PRIVATE,79,43.731679003,-79.438369878
1960,PRIVATE,92,43.7023772418,-79.439257763
1960,PRIVATE,75,43.736011622,-79.439339913
1960,PRIVATE,77,43.636122132,-79.439605046
1960,PRIVATE,97,43.7009946331,-79.4402809991
1960,PRIVATE,85,43.701234202,-79.441021952
1961,PRIVATE,95,43.765315672,-79.184493788
1961,PRIVATE,96,43.766129136,-79.184866277
1961,PRIVATE,79,43.744527226,-79.2154577667
1961,PRIVATE,86,43.7194706389,-79.2404320451
1961,PRIVATE,85,43.7346483486,-79.268437993
1961,PRIVATE,75,43.7351335266,-79.2685742385
1961,PRIVATE,77,43.740395354,-79.270793343
1961,PRIVATE,84,43.7290106156,-79.2769309728
1961,PRIVATE,86,43.694890667,-79.293643202
1961,PRIVATE,95,43.695029178,-79.294709895
1961,PRIVATE,86,43.6721092112,-79.3028387259
1961,PRIVATE,88,43.7431036198,-79.3070051699
1961,PRIVATE,84,43.7402910045,-79.3084921125
1961,PRIVATE,78,43.741069981,-79.31303466
1961,PRIVATE,95,43.7454519682,-79.3263683748
1961,PRIVATE,91,43.729295625,-79.340139051
1961,PRIVATE,95,43.73018689,-79.340902799
1961,PRIVATE,86,43.732886366,-79.347858504
1961,PRIVATE,100,43.6899236316,-79.3498848765
1961,PRIVATE,98,43.689440499,-79.350037635
1961,PRIVATE,100,43.6898006862,-79.3508860504
1961,PRIVATE,90,43.714028439,-79.364118503
1961,PRIVATE,99,43.713064828,-79.390947556
1961,PRIVATE,85,43.656154864,-79.391432951
1961,PRIVATE,88,43.709038236,-79.395336521
1961,PRIVATE,74,43.668763043,-79.406936141
1961,PRIVATE,90,43.708279246,-79.410640011
1961,PRIVATE,87,43.705350718,-79.424543299
1961,PRIVATE,94,43.7553047616,-79.436948304
1961,PRIVATE,89,43.774699028,-79.440090341
1962,PRIVATE,89,43.7587421,-79.2223171477
1962,PRIVATE,92,43.759036474,-79.231672415
1962,PRIVATE,93,43.7587707758,-79.2323786593
1962,PRIVATE,91,43.7242519745,-79.2657615108
1962,PRIVATE,99,43.706720954,-79.294444552
1962,PRIVATE,80,43.7071746852,-79.2972112317
1962,PRIVATE,93,43.7433508938,-79.3059187753
1962,PRIVATE,71,43.722615158,-79.306619676
1962,PRIVATE,90,43.7270242372,-79.315596986
1962,PRIVATE,81,43.7607627903,-79.3217087274
1962,PRIVATE,85,43.7601853527,-79.3232568581
1962,PRIVATE,96,43.74157075,-79.328070218
1962,PRIVATE,99,43.7414398255,-79.3292349773
1962,PRIVATE,87,43.761230364,-79.335262791
1962,PRIVATE,89,43.737103926,-79.342018814
1962,PRIVATE,82,43.702195489,-79.343701311
1962,PRIVATE,93,43.6902830528,-79.3461159995
1962,PRIVATE,84,43.733390855,-79.347625086
1962,PRIVATE,97,43.688134959,-79.353601113
1962,PRIVATE,86,43.6962315888,-79.3689911694
1962,PRIVATE,87,43.697934721,-79.38501268
1962,PRIVATE,97,43.709092255,-79.385527223
1962,PRIVATE,99,43.7610374702,-79.3915028226
1962,PRIVATE,92,43.7604036514,-79.3924866908
1962,PRIVATE,83,43.7611222484,-79.3926873718
1962,PRIVATE,93,43.694565913,-79.396863246
1962,PRIVATE,78,43.689996633,-79.411502636
1962,PRIVATE,83,43.689658208,-79.413490669
1962,PRIVATE,96,43.7037098752,-79.4222136695
1962,PRIVATE,90,43.703946444,-79.424475355
1962,PRIVATE,82,43.634604022,-79.426092351
1962,PRIVATE,86,43.635752524,-79.429340078
1962,PRIVATE,95,43.634377833,-79.434675684
1962,PRIVATE,91,43.639820653,-79.4374576953
1962,PRIVATE,96,43.7567677733,-79.4380041027
1963,PRIVATE,84,43.7589413888,-79.2213676768
1963,PRIVATE,85,43.739359679,-79.2426271
1963,PRIVATE,79,43.7393268153,-79.2437802418
1963,PRIVATE,96,43.724969646,-79.2748142214
1963,PRIVATE,100,43.7399748227,-79.308126745
1963,PRIVATE,92,43.7587471272,-79.319372054
1963,PRIVATE,96,43.7408614769,-79.3286037917
1963,PRIVATE,91,43.759908428,-79.3335295503
1963,PRIVATE,92,43.7371481492,-79.3412586289
1963,PRIVATE,93,43.688689178,-79.354108641
1963,PRIVATE,94,43.666135292,-79.380264257
1963,PRIVATE,90,43.667962528,-79.382564773
1963,PRIVATE,91,43.7096507139,-79.3826287128
1963,PRIVATE,96,43.709736351,-79.391538167
1963,PRIVATE,89,43.710193367,-79.394707661
1963,PRIVATE,91,43.705600128,-79.395221028
1963,PRIVATE,90,43.751505712,-79.402827155
1963,PRIVATE,87,43.7525712767,-79.4059855057
1963,PRIVATE,87,43.685922856,-79.406920969
1963,PRIVATE,97,43.7883911434,-79.4180400688
1963,PRIVATE,87,43.6836557014,-79.4214673851
1963,PRIVATE,94,43.6370713769,-79.4279645858
1964,PRIVATE,77,43.7414399001,-79.231653804
1964,PRIVATE,88,43.7209375824,-79.2430985709
1964,PRIVATE,90,43.7404592839,-79.2437182596
1964,PRIVATE,79,43.7552486601,-79.2439639688
1964,PRIVATE,95,43.7305583723,-79.2723812981
1964,PRIVATE,91,43.6861001378,-79.2821331164
1964,PRIVATE,93,43.706999577,-79.294868767
1964,PRIVATE,90,43.7328848087,-79.3055213856
1964,PRIVATE,43,43.7423318181,-79.3064455289
1964,PRIVATE,69,43.7404974664,-79.3102350058
1964,PRIVATE,98,43.762813962,-79.316783785
1964,PRIVATE,63,43.675371432,-79.31815704
1964,PRIVATE,95,43.719032697,-79.329817672
1964,PRIVATE,85,43.7190096,-79.330401851
1964,PRIVATE,95,43.7601779836,-79.3325640814
1964,PRIVATE,88,43.702592381,-79.342924935
1964,PRIVATE,74,43.701969776,-79.345105079
1964,PRIVATE,91,43.6898019641,-79.3535830039
1964,PRIVATE,94,43.671082603,-79.371532819
1964,PRIVATE,91,43.670488769,-79.371608932
1964,PRIVATE,89,43.7101170493,-79.3836293624
1964,PRIVATE,85,43.706670217,-79.39061631
1964,PRIVATE,90,43.70953529,-79.392399206
1964,PRIVATE,98,43.711401489,-79.396765679
1964,PRIVATE,91,43.688796383,-79.397757165
1964,PRIVATE,77,43.711076734,-79.397812745
1964,PRIVATE,89,43.7039163389,-79.4253300731
1964,PRIVATE,97,43.6371520569,-79.427091443
1964,PRIVATE,79,43.734306073,-79.433720291
1964,PRIVATE,72,43.7478559496,-79.4370573738
1965,PRIVATE,80,43.7449791335,-79.2174778122
1965,PRIVATE,91,43.7413605871,-79.2245308289
1965,PRIVATE,99,43.7399757697,-79.2395009689
1965,PRIVATE,92,43.7212204138,-79.242301179
1965,PRIVATE,90,43.7457790355,-79.2618378505
1965,PRIVATE,94,43.731893112,-79.272217382
1965,PRIVATE,71,43.672197738,-79.290890222
1965,PRIVATE,79,43.747732393,-79.310648196
1965,PRIVATE,94,43.753301871,-79.314659512
1965,PRIVATE,88,43.7619582699,-79.3238669393
1965,PRIVATE,56,43.671588843,-79.324094142
1965,PRIVATE,74,43.6898618221,-79.3309441694
1965,PRIVATE,91,43.754645001,-79.333436109
1965,PRIVATE,91,43.7395217352,-79.342024827
1965,PRIVATE,90,43.739250167,-79.3428089774
1965,PRIVATE,94,43.7386011415,-79.3432263203
1965,PRIVATE,93,43.739178679,-79.3433554999
1965,PRIVATE,74,43.70045036,-79.344507259
1965,PRIVATE,91,43.77494536,-79.344585933
1965,PRIVATE,96,43.689950359,-79.345087457
1965,PRIVATE,89,43.7801532474,-79.3463837726
1965,PRIVATE,92,43.7822996863,-79.3478742316
1965,PRIVATE,96,43.7777340882,-79.3489814239
1965,PRIVATE,85,43.6904194773,-79.350649972
1965,PRIVATE,92,43.688894585,-79.352727757
1965,PRIVATE,96,43.6790036577,-79.3612885228
1965,PRIVATE,96,43.6976143504,-79.3716799058
1965,PRIVATE,93,43.7157230263,-79.377538515
1965,PRIVATE,98,43.665071449,-79.379678542
1965,PRIVATE,96,43.667777746,-79.383098557
1965,PRIVATE,84,43.709548032,-79.3831759737
1965,PRIVATE,91,43.715497508,-79.391238223
1965,PRIVATE,97,43.697956512,-79.392129599
1965,PRIVATE,89,43.675673246,-79.392857876
1965,PRIVATE,90,43.693337997,-79.396456433
1965,PRIVATE,92,43.684495214,-79.4010047716
1965,PRIVATE,84,43.7522249865,-79.4034227428
1965,PRIVATE,97,43.752982924,-79.40413326
1965,PRIVATE,100,43.6672444284,-79.4054073649
1965,PRIVATE,87,43.670080063,-79.405495723
1965,PRIVATE,91,43.666995001,-79.406173702
1965,PRIVATE,92,43.6862572017,-79.4205091035
1965,PRIVATE,87,43.706292347,-79.422652894
1965,PRIVATE,100,43.63512001,-79.428479032
1965,PRIVATE,93,43.6356226752,-79.4284981005
1965,PRIVATE,83,43.634517342,-79.428882498
1965,PRIVATE,91,43.6364200969,-79.4289537195
1965,PRIVATE,94,43.7246901673,-79.4304297831
1965,PRIVATE,79,43.733771348,-79.433653399
1965,PRIVATE,94,43.6376650671,-79.435751998
1965,PRIVATE,81,43.644918456,-79.435885913
1965,PRIVATE,93,43.6379977398,-79.4358904855
1965,PRIVATE,72,43.6389025378,-79.4370268337
1965,PRIVATE,81,43.7307766314,-79.4372931994
1965,PRIVATE,97,43.6363526451,-79.4380647269
1965,PRIVATE,84,43.702756083,-79.4397938426
1965,PRIVATE,91,43.7046374432,-79.440751474
1966,PRIVATE,85,43.7430013291,-79.1969715203
1966,PRIVATE,44,43.703305875,-79.298174928
1966,PRIVATE,83,43.7337528982,-79.3068920324
1966,PRIVATE,98,43.7350883959,-79.3075489719
1966,PRIVATE,80,43.6770075216,-79.3095598488
1966,PRIVATE,80,43.750896864,-79.31418886
1966,PRIVATE,87,43.743508705,-79.31620178
1966,PRIVATE,88,43.7543911907,-79.3162260546
1966,PRIVATE,65,43.7151786936,-79.3352789539
1966,PRIVATE,88,43.705284648,-79.341449141
1966,PRIVATE,86,43.7061382965,-79.341500497
1966,PRIVATE,91,43.7346398069,-79.3419288019
1966,PRIVATE,89,43.7793188069,-79.3498546485
1966,PRIVATE,98,43.7798043698,-79.3506939201
1966,PRIVATE,88,43.6883007663,-79.3508994916
1966,PRIVATE,91,43.666302583,-79.37532155
1966,PRIVATE,84,43.651457871,-79.39239786
1966,PRIVATE,100,43.697351445,-79.394993963
1966,PRIVATE,83,43.669133539,-79.405620062
1966,PRIVATE,99,43.771150914,-79.414752626
1966,PRIVATE,97,43.770932219,-79.415667206
1966,PRIVATE,88,43.755642859,-79.4356157794
1966,PRIVATE,90,43.7485751194,-79.437302788
1967,PRIVATE,91,43.7661120765,-79.200010227
1967,PRIVATE,92,43.751490726,-79.2033413635
1967,PRIVATE,96,43.7353054239,-79.2199852938
1967,PRIVATE,91,43.774364871,-79.231567533
1967,PRIVATE,87,43.7409655734,-79.2446148639
1967,PRIVATE,92,43.7129086078,-79.2474811669
1967,PRIVATE,90,43.7676449772,-79.2698659258
1967,PRIVATE,93,43.760392359,-79.323756495
1967,PRIVATE,97,43.7604975469,-79.3303911493
1967,PRIVATE,93,43.7517314,-79.331966044
1967,PRIVATE,85,43.717178707,-79.332997055
1967,PRIVATE,90,43.759658618,-79.3350153122
1967,PRIVATE,85,43.7606174266,-79.3350540559
1967,PRIVATE,65,43.717205556,-79.336050418
1967,PRIVATE,72,43.7034875556,-79.3402691534
1967,PRIVATE,92,43.7741358989,-79.3429451779
1967,PRIVATE,89,43.7688139457,-79.3473075283
1967,PRIVATE,90,43.7818416283,-79.3541987634
1967,PRIVATE,96,43.678107418,-79.360783756
1967,PRIVATE,97,43.688457232,-79.391167763
1967,PRIVATE,95,43.6857858,-79.391174558
1967,PRIVATE,96,43.7921587704,-79.3916718817
1967,PRIVATE,87,43.70588244,-79.3966793
1967,PRIVATE,79,43.671558224,-79.401099408
1967,PRIVATE,88,43.673975859,-79.403304934
1967,PRIVATE,85,43.686628503,-79.4207223391
1967,PRIVATE,86,43.6854489,-79.4209261641
1967,PRIVATE,67,43.757066149,-79.426922307
1967,PRIVATE,93,43.659713003,-79.429285039
1967,PRIVATE,95,43.635115128,-79.434882093
1967,PRIVATE,94,43.63765643,-79.4366087983
1967,PRIVATE,96,43.703280028,-79.438740603
1967,PRIVATE,94,43.7032932247,-79.4396796908
1967,PRIVATE,72,43.7038823265,-79.4401320066
1967,PRIVATE,91,43.7032633519,-79.4410303906
1968,PRIVATE,95,43.744688035,-79.218768113
1968,PRIVATE,93,43.729376377,-79.22688801
1968,PRIVATE,94,43.7813130122,-79.2295091754
1968,PRIVATE,96,43.713486559,-79.2466803233
1968,PRIVATE,92,43.7307518938,-79.2712141705
1968,PRIVATE,91,43.7134790514,-79.2732946837
1968,PRIVATE,93,43.7493270741,-79.2783368218
1968,PRIVATE,77,43.7475535553,-79.282547131
1968,PRIVATE,91,43.6965267454,-79.2862044067
1968,PRIVATE,86,43.7810845583,-79.2961863382
1968,PRIVATE,75,43.692368796,-79.302666418
1968,PRIVATE,61,43.699908301,-79.318033445
1968,PRIVATE,97,43.716768049,-79.331308961
1968,PRIVATE,93,43.75125271,-79.332754959
1968,PRIVATE,91,43.716007499,-79.3362261
1968,PRIVATE,94,43.702990612,-79.341462578
1968,PRIVATE,92,43.690536061,-79.344338641
1968,PRIVATE,81,43.763477245,-79.345900416
1968,PRIVATE,78,43.7806384694,-79.3474983213
1968,PRIVATE,90,43.7797579153,-79.3477938007
1968,PRIVATE,96,43.6884286813,-79.3499828306
1968,PRIVATE,96,43.7869738317,-79.3519406664
1968,PRIVATE,94,43.7808646264,-79.3539032407
1968,PRIVATE,97,43.673954035,-79.355447944
1968,PRIVATE,96,43.673936999,-79.356106294
1968,PRIVATE,96,43.669069472,-79.37171783
1968,PRIVATE,90,43.666545741,-79.379199316
1968,PRIVATE,72,43.6641619553,-79.3792187274
1968,PRIVATE,99,43.699208807,-79.390082204
1968,PRIVATE,95,43.7904933942,-79.3906931297
1968,PRIVATE,92,43.698071535,-79.391348866
1968,PRIVATE,80,43.669299729,-79.400091636
1968,PRIVATE,63,43.670727396,-79.401650658
1968,PRIVATE,89,43.706537983,-79.403386592
1968,PRIVATE,93,43.7939825101,-79.4198227886
1968,PRIVATE,92,43.658994583,-79.430040338
1968,PRIVATE,82,43.638981971,-79.431049799
1968,PRIVATE,86,43.635766683,-79.435140899
1969,PRIVATE,94,43.7534828961,-79.2626268384
1969,PRIVATE,86,43.7343403668,-79.2681240316
1969,PRIVATE,95,43.711075654,-79.270595187
1969,PRIVATE,71,43.7322696922,-79.2741030573
1969,PRIVATE,92,43.6922807906,-79.2871199966
1969,PRIVATE,70,43.7812689661,-79.2952353294
1969,PRIVATE,85,43.687299065,-79.300651307
1969,PRIVATE,85,43.7547279598,-79.3146445734
1969,PRIVATE,96,43.7273105049,-79.3250508572
1969,PRIVATE,92,43.7751212941,-79.3490805112
1969,PRIVATE,98,43.78732482,-79.350960418
1969,PRIVATE,99,43.682860253,-79.357706655
1969,PRIVATE,88,43.668417741,-79.370443646
1969,PRIVATE,99,43.6696118145,-79.3706631071
1969,PRIVATE,87,43.6708658247,-79.3728064407
1969,PRIVATE,89,43.709455686,-79.386891755
1969,PRIVATE,91,43.686997323,-79.391011464
1969,PRIVATE,70,43.673636335,-79.391647025
1969,PRIVATE,92,43.687585593,-79.392430262
1969,PRIVATE,95,43.712680401,-79.393055375
1969,PRIVATE,87,43.672709905,-79.40239631
1969,PRIVATE,84,43.671869216,-79.406368935
1969,PRIVATE,100,43.683892245,-79.412785124
1969,PRIVATE,95,43.740230303,-79.4225545935
1969,PRIVATE,86,43.732716826,-79.436724648
1970,PRIVATE,90,43.7620489485,-79.211440469
1970,PRIVATE,93,43.750117696,-79.220863337
1970,PRIVATE,95,43.7583695279,-79.2234312468
1970,PRIVATE,97,43.6751742383,-79.2785094053
1970,PRIVATE,89,43.6959726218,-79.2874840709
1970,PRIVATE,87,43.6991544673,-79.2978100309
1970,PRIVATE,87,43.7002035696,-79.2982003313
1970,PRIVATE,87,43.6989642067,-79.2987112919
1970,PRIVATE,74,43.668304546,-79.312459034
1970,PRIVATE,72,43.667724652,-79.31265581
1970,PRIVATE,68,43.6871475081,-79.3130882633
1970,PRIVATE,91,43.7880141404,-79.3320111395
1970,PRIVATE,89,43.7654302303,-79.3443358391
1970,PRIVATE,98,43.764613327,-79.345774526
1970,PRIVATE,96,43.7814235784,-79.3473574848
1970,PRIVATE,98,43.68928849,-79.350921858
1970,PRIVATE,99,43.688008152,-79.352232015
1970,PRIVATE,99,43.6890416008,-79.3545084305
1970,PRIVATE,90,43.754388627,-79.361675806
1970,PRIVATE,97,43.753559279,-79.362054281
1970,PRIVATE,96,43.765752783,-79.380070251
1970,PRIVATE,85,43.7709054792,-79.3819188744
1970,PRIVATE,87,43.768469253,-79.382764906
1970,PRIVATE,89,43.689146769,-79.390517749
1970,PRIVATE,83,43.65612393,-79.391880711
1970,PRIVATE,81,43.711262957,-79.3919924
1970,PRIVATE,91,43.71093654,-79.398471241
1970,PRIVATE,93,43.688473215,-79.399326038
1970,PRIVATE,75,43.651369768,-79.401162282
1970,PRIVATE,82,43.6667874217,-79.4051232115
1970,PRIVATE,83,43.6676214521,-79.4054920342
1970,PRIVATE,92,43.685713025,-79.407513555
1970,PRIVATE,95,43.645129722,-79.409810857
1970,PRIVATE,57,43.662511227,-79.417002758
1970,PRIVATE,97,43.786291194,-79.417827386
1970,PRIVATE,83,43.641662544,-79.434067394
1970,PRIVATE,96,43.792827996,-79.441654119
1971,PRIVATE,83,43.7006703636,-79.2528221569
1971,PRIVATE,81,43.7001107344,-79.2530513006
1971,PRIVATE,86,43.700017847,-79.2530664991
1971,PRIVATE,93,43.726046622,-79.265909548
1971,PRIVATE,90,43.729677828,-79.276229104
1971,PRIVATE,90,43.681735253,-79.281298195
1971,PRIVATE,99,43.7707832946,-79.2843673903
1971,PRIVATE,87,43.695136718,-79.290535808
1971,PRIVATE,82,43.695648592,-79.291287219
1971,PRIVATE,88,43.695055074,-79.291784761
1971,PRIVATE,94,43.6985479321,-79.2974887076
1971,PRIVATE,87,43.6983104689,-79.2983347125
1971,PRIVATE,89,43.7829393273,-79.2995706265
1971,PRIVATE,84,43.687596199,-79.301189477
1971,PRIVATE,88,43.693121262,-79.301596009
1971,PRIVATE,83,43.7072324001,-79.3412260815
1971,PRIVATE,83,43.7762509604,-79.3486061826
1971,PRIVATE,92,43.683273425,-79.357525834
1971,PRIVATE,97,43.8022250044,-79.3928562051
1971,PRIVATE,97,43.8026375756,-79.3940419226
1971,PRIVATE,93,43.657554668,-79.43400594
1971,PRIVATE,89,43.691627521,-79.434491531
1972,PRIVATE,92,43.7707432757,-79.1878549542
1972,PRIVATE,91,43.7878204,-79.197530467
1972,PRIVATE,92,43.7620164362,-79.2173016754
1972,PRIVATE,97,43.7315303371,-79.2739396307
1972,PRIVATE,98,43.6998540886,-79.2849399311
1972,PRIVATE,98,43.7005263633,-79.285525406
1972,PRIVATE,96,43.7723180506,-79.2859346865
1972,PRIVATE,92,43.7874657527,-79.331069436
1972,PRIVATE,81,43.663569575,-79.357948805
1972,PRIVATE,95,43.712248415,-79.395183727
1973,PRIVATE,95,43.6865969215,-79.3555102879
1973,PRIVATE,88,43.659649469,-79.373395124
1973,PRIVATE,99,43.671614503,-79.378728034
1973,PRIVATE,99,43.698386597,-79.394920593
1974,PRIVATE,91,43.7117373497,-79.2708469323
1974,PRIVATE,95,43.6995418332,-79.2767370484
1974,PRIVATE,97,43.771912239,-79.287922032
1974,PRIVATE,95,43.7824433575,-79.2956106966
1974,PRIVATE,87,43.7836229712,-79.2962340967
1974,PRIVATE,92,43.7934585291,-79.315225557
1974,PRIVATE,90,43.7947061514,-79.315638344
1974,PRIVATE,93,43.794252697,-79.3168863935
1974,PRIVATE,98,43.7949706591,-79.3170591991
1974,PRIVATE,81,43.7682616864,-79.348101055
1974,PRIVATE,91,43.7614984852,-79.3630422116
1974,PRIVATE,87,43.709758914,-79.401471688
1974,PRIVATE,91,43.7080949776,-79.4275758961
1974,PRIVATE,91,43.732436835,-79.433531915
1975,PRIVATE,88,43.8038619612,-79.1641599515
1975,PRIVATE,88,43.8035984436,-79.1642967087
1975,PRIVATE,96,43.8046874624,-79.1658225399
1975,PRIVATE,93,43.8046081727,-79.1661290396
1975,PRIVATE,94,43.8043562465,-79.1670746426
1975,PRIVATE,92,43.804310025,-79.1674004939
1975,PRIVATE,93,43.8042493963,-79.1676352467
1975,PRIVATE,81,43.7631364672,-79.2079803013
1975,PRIVATE,91,43.667643942,-79.383679432
1975,PRIVATE,94,43.762630954,-79.409754662
1975,PRIVATE,97,43.682302793,-79.418485676
1975,PRIVATE,97,43.7309298534,-79.4365851209
1976,PRIVATE,98,43.736752064,-79.2186571
1976,PRIVATE,95,43.7359730644,-79.2190996441
1976,PRIVATE,95,43.7263188872,-79.326226049
1976,PRIVATE,85,43.763239637,-79.409191362
1977,PRIVATE,82,43.749222652,-79.2207962727
1977,PRIVATE,88,43.678280098,-79.31012923
1977,PRIVATE,91,43.668558227,-79.374829965
1977,PRIVATE,96,43.667772301,-79.389524395
1977,PRIVATE,91,43.634755045,-79.435435459
1978,PRIVATE,84,43.801480967,-79.302703022
1978,PRIVATE,82,43.670031447,-79.375487343
1978,PRIVATE,78,43.6377806623,-79.4379497225
1979,PRIVATE,92,43.786028954,-79.204498435
1979,PRIVATE,90,43.807671204,-79.271262134
1979,PRIVATE,89,43.807552003,-79.272681054
1979,PRIVATE,88,43.6712768014,-79.3809034624
1979,PRIVATE,95,43.662134169,-79.381792776
1979,PRIVATE,95,43.664890999,-79.383181646
1979,PRIVATE,83,43.6411898546,-79.4371749359
1980,PRIVATE,84,43.7097824646,-79.3100193403
1980,PRIVATE,98,43.651581464,-79.374057609
1980,PRIVATE,53,43.683765055,-79.391818533
1980,PRIVATE,92,43.69971567,-79.430311152
1981,PRIVATE,88,43.6676849352,-79.3890195894
1982,PRIVATE,88,43.6992222546,-79.2778348112
1982,PRIVATE,94,43.726050381,-79.304738793
1985,PRIVATE,62,43.654019244,-79.397253793
1985,PRIVATE,100,43.7801894874,-79.4110962225
1986,PRIVATE,80,43.688818076,-79.350241642
1986,PRIVATE,96,43.79254847,-79.39077874
1986,PRIVATE,89,43.68453315,-79.391046883
1990,PRIVATE,54,43.681057003,-79.346091874
1992,PRIVATE,96,43.662740116,-79.417400109
1996,PRIVATE,89,43.698770876,-79.397276935
1999,PRIVATE,96,43.698094964,-79.388000701
2003,PRIVATE,99,43.7649957319,-79.4142574762
2005,PRIVATE,97,43.654429184,-79.375957925
2005,PRIVATE,96,43.72220914,-79.413411185
2005,PRIVATE,98,43.738917845,-79.4348039821
2006,PRIVATE,90,43.7753760756,-79.3407074848
2006,PRIVATE,99,43.702716704,-79.373724977
2007,PRIVATE,96,43.6599201905,-79.3793368695
2007,PRIVATE,92,43.669438916,-79.405207226
2008,PRIVATE,96,43.71127211,-79.394418315
2008,PRIVATE,91,43.661847513,-79.429314532
2010,PRIVATE,96,43.775389788,-79.343955146
2010,PRIVATE,99,43.713278683,-79.392327192
2010,PRIVATE,95,43.7061847,-79.393224881
2010,PRIVATE,99,43.757534101,-79.404979514
2012,PRIVATE,100,43.77626173,-79.320962704
2013,PRIVATE,90,43.717812062,-79.330538523
2013,PRIVATE,99,43.774618023,-79.343572185
2013,PRIVATE,99,43.654807461,-79.365773301
2015,PRIVATE,97,43.774094874,-79.341793943
2015,PRIVATE,99,43.709676333,-79.388685206
2015,PRIVATE,99,43.6853118353,-79.4144239839
2016,PRIVATE,96,43.650010077,-79.433231873
2017,PRIVATE,100,43.668109286,-79.390826378
2018,PRIVATE,100,43.671146181,-79.376964829
2018,PRIVATE,97,43.658443735,-79.383996717
2018,PRIVATE,97,43.6841957137,-79.4209646641
2019,PRIVATE,96,43.709314834,-79.399752855
2019,PRIVATE,98,43.641956672,-79.400830248
2019,PRIVATE,99,43.676576116,-79.40668972
2020,PRIVATE,98,43.763392611,-79.410156052
2021,PRIVATE,100,43.666895137,-79.384772592
2021,PRIVATE,99,43.6582941155,-79.4007531385
2021,PRIVATE,99,43.638981358,-79.409542284
2021,PRIVATE,98,43.639152469,-79.410262481
2021,PRIVATE,98,43.671532497,-79.423931124
2022,PRIVATE,100,43.644956232,-79.394471437
1900,PRIVATE,60,43.670502765,-79.296702565
1900,PRIVATE,80,43.7081344866,-79.3018433113
